Node_ID,Date,Rainfall_mm,Rainfall_Intensity_mm_hr,Soil_Type,Land_Slope_%,Fertilizer_N_kg_acre,Fertilizer_P_kg_acre,Pesticide_Conc_mg_L,Days_Since_Application,Runoff_Volume_m3,Reservoir_Volume_m3,Nitrate_mg_L,Phosphate_mg_L,Turbidity_NTU,pH,DO_mg_L,BOD_mg_L,COD_mg_L,Toxicity_Index,Toxicity_Class
V3,2026-08-06,151.97,34.93,Sandy,7.11,130.05,67.43,0.388,1,15869.0,589002.14,29.33,11.64,15.89,6.37,7.37,5.54,56.36,40.45,Low
V2,2026-12-07,150.6,12.08,Loamy,2.18,126.46,74.36,0.633,2,6276.62,653625.76,41.06,9.93,7.23,7.88,5.85,3.56,59.5,46.52,Low
V5,2026-02-08,190.56,10.35,Clay,1.38,139.33,43.55,0.165,3,4968.18,489040.06,16.09,2.21,75.01,7.06,7.39,13.54,39.06,39.58,Low
V5,2026-04-10,48.56,39.41,Clay,6.02,134.02,74.6,0.233,8,4642.7,506279.72,30.07,2.34,44.51,7.7,3.98,11.42,15.44,29.77,Low
V5,2026-10-16,117.45,35.2,Sandy,4.33,96.47,52.82,0.166,6,15164.8,671785.58,64.7,7.54,45.34,6.68,3.83,2.48,32.96,62.83,Moderate
V3,2026-09-11,196.13,24.59,Loamy,6.94,108.2,47.13,0.831,5,13791.61,670289.05,20.61,4.79,63.55,6.67,5.88,14.74,49.38,47.16,Low
V4,2026-08-10,41.41,29.72,Clay,3.68,90.09,49.57,0.777,1,25973.98,692944.83,55.3,1.38,28.6,7.97,5.32,11.23,11.39,41.41,Low
V3,2026-12-23,143.05,19.04,Sandy,2.18,90.39,56.72,0.778,9,26770.29,670551.49,74.22,6.96,41.14,7.04,6.3,12.91,12.84,64.9,Moderate
V5,2026-01-23,121.3,26.71,Loamy,6.86,134.1,50.05,0.745,3,4627.33,438211.61,57.59,5.27,77.65,6.28,6.97,1.67,13.36,55.32,Moderate
V2,2026-09-07,121.43,27.8,Loamy,4.84,148.69,52.82,0.702,3,10075.94,647117.29,66.77,2.11,55.41,6.44,6.76,8.07,46.55,73.1,Moderate
V1,2026-01-10,142.56,22.43,Clay,2.32,157.02,45.4,0.529,2,11776.38,522951.54,17.63,9.82,16.53,6.96,7.71,10.78,35.06,23.64,Safe
V4,2026-09-03,186.63,45.8,Clay,6.04,130.27,51.85,0.678,4,20523.58,697240.41,27.55,11.07,14.99,6.08,4.99,8.6,28.44,28.05,Low
V4,2026-11-21,158.69,5.72,Loamy,4.58,94.73,62.89,0.135,2,7624.49,541684.29,72.62,9.32,20.32,6.93,4.03,10.33,15.28,58.89,Moderate
V3,2026-04-10,20.67,40.2,Loamy,5.23,88.45,57.67,0.659,9,7286.12,566150.82,60.06,10.05,62.5,6.84,5.75,12.45,46.61,78.09,High
V4,2026-10-17,172.02,10.6,Clay,4.23,145.03,53.87,0.8,7,33201.24,558932.47,54.77,3.38,27.15,7.56,3.55,6.24,26.05,46.07,Low
V5,2026-06-29,52.85,40.89,Loamy,6.8,126.3,69.86,0.55,8,28734.49,496521.11,56.46,3.9,6.6,6.71,4.44,12.88,23.27,43.88,Low
V5,2026-08-11,81.61,32.72,Clay,6.81,129.46,75.74,0.422,3,8780.96,422506.63,38.99,3.29,75.81,7.97,4.04,3.28,42.62,54.62,Moderate
V3,2026-09-07,97.73,42.95,Loamy,5.97,142.52,70.27,0.35,6,16010.17,668695.37,13.12,9.42,17.73,6.36,4.98,4.79,37.95,18.73,Safe
V5,2026-05-27,101.37,9.39,Clay,1.74,136.26,53.28,0.679,6,14379.9,640802.74,64.91,11.43,5.72,7.18,3.56,1.61,28.12,50.38,Moderate
V2,2026-04-06,92.68,30.15,Sandy,6.87,146.76,69.78,0.724,1,28312.13,441858.03,57.51,8.89,22.78,6.18,3.16,6.1,42.07,57.78,Moderate
V3,2026-09-14,188.1,27.55,Clay,5.7,84.5,46.08,0.884,6,19326.81,633030.48,43.1,10.7,22.63,7.47,6.28,6.32,23.56,38.19,Low
V2,2026-11-21,144.14,36.78,Clay,5.88,139.8,45.21,0.408,3,7091.19,587754.0,72.98,8.03,36.65,7.99,6.05,12.27,49.74,80.09,High
V1,2026-01-04,129.92,29.04,Sandy,3.54,148.07,53.83,0.793,3,26647.75,522743.14,33.53,5.26,74.03,7.64,6.54,10.14,21.47,44.67,Low
V2,2026-01-16,19.47,29.33,Loamy,7.15,102.89,72.31,0.605,3,15700.42,476206.34,30.6,5.68,70.94,7.11,6.3,7.11,17.94,38.24,Low
V1,2026-10-07,181.74,24.33,Sandy,6.08,131.24,49.85,0.895,8,11413.58,657918.64,71.1,1.83,39.27,6.97,3.57,10.13,49.12,74.74,Moderate
V1,2026-12-02,182.78,18.9,Clay,1.79,105.13,42.53,0.575,5,15015.96,610056.48,65.79,1.35,35.82,7.67,4.46,1.74,45.39,62.01,Moderate
V2,2026-09-04,158.24,26.7,Loamy,3.85,156.64,45.27,0.566,4,18928.21,564321.97,46.05,8.65,46.63,7.87,3.65,3.52,19.13,43.68,Low
V3,2026-09-15,11.34,10.33,Sandy,7.2,82.67,74.35,0.62,9,13979.7,582870.56,19.15,5.82,23.26,7.98,7.21,9.78,15.81,14.98,Safe
V5,2026-06-09,20.88,48.27,Loamy,1.33,126.38,65.35,0.774,9,10740.98,427319.85,25.06,7.07,8.91,6.79,6.73,9.98,51.92,33.01,Low
V5,2026-12-06,52.79,37.15,Loamy,7.73,93.32,50.13,0.968,1,15752.06,542175.93,55.94,7.13,75.44,7.98,4.01,11.84,48.83,78.29,High
V1,2026-06-01,34.96,47.86,Sandy,5.75,136.98,62.21,0.166,2,3613.53,458110.09,36.95,4.05,19.0,6.31,4.71,6.64,26.36,30.14,Low
V1,2026-06-27,85.78,15.2,Loamy,5.42,94.07,61.1,0.148,8,27719.93,462515.1,68.55,6.23,19.88,6.51,7.83,11.12,42.91,65.86,Moderate
V3,2026-06-12,185.3,44.57,Sandy,2.89,98.83,66.22,0.944,5,8470.24,598391.19,76.5,6.18,40.43,6.18,5.97,10.58,16.21,66.19,Moderate
V4,2026-02-02,99.69,41.4,Clay,2.74,119.55,49.33,0.577,7,4404.95,673376.85,66.39,5.27,41.87,6.54,7.01,14.49,35.35,69.25,Moderate
V2,2026-06-28,12.55,35.47,Loamy,7.59,153.19,74.58,0.653,1,23918.36,521126.98,36.43,10.03,6.38,7.54,4.32,4.01,10.94,20.83,Safe
V1,2026-04-11,63.72,33.13,Clay,3.09,96.94,52.37,0.534,5,27765.96,462324.78,65.21,5.96,16.1,7.71,4.05,8.72,29.58,55.39,Moderate
V5,2026-09-25,18.47,19.24,Clay,6.43,91.54,67.77,0.184,3,29042.53,594624.08,34.6,7.64,33.36,7.56,6.92,9.42,13.74,30.17,Low
V3,2026-11-19,16.89,41.74,Loamy,3.75,140.72,40.64,0.791,2,18792.29,661356.11,21.7,10.85,56.28,7.26,6.43,14.98,33.76,42.21,Low
V2,2026-03-06,62.39,27.57,Sandy,1.97,120.05,54.91,0.773,2,9571.78,624495.64,12.34,10.53,22.13,7.03,6.4,3.82,31.08,15.94,Safe
V3,2026-06-17,62.37,8.19,Loamy,1.08,152.94,54.07,0.381,9,26591.29,660627.17,37.0,10.79,36.73,7.42,5.76,8.33,32.22,43.34,Low
V2,2026-11-26,159.55,19.08,Clay,4.81,91.73,61.74,0.376,4,25390.82,560966.4,73.25,3.97,46.8,6.78,5.82,5.85,12.27,59.54,Moderate
V2,2026-02-12,195.22,47.09,Clay,7.83,131.67,42.91,0.854,4,10880.66,625562.87,26.73,1.38,71.64,7.68,6.68,8.36,28.08,38.16,Low
V1,2026-02-13,80.53,43.28,Sandy,3.58,98.63,71.61,0.165,7,31909.05,442019.37,24.46,3.87,29.46,7.35,4.35,4.25,47.82,32.21,Low
V3,2026-10-12,91.49,49.19,Loamy,3.5,92.54,48.71,0.893,2,6339.89,504482.38,77.89,4.07,15.02,7.4,4.76,1.67,28.45,58.6,Moderate
V3,2026-01-12,170.51,33.26,Clay,3.41,134.67,67.08,0.331,3,34446.02,516864.75,11.75,11.0,41.7,7.07,7.36,9.02,45.76,31.63,Low
V5,2026-04-05,60.95,16.14,Clay,4.64,127.49,72.13,0.634,3,30527.93,553388.72,65.0,8.14,61.0,7.77,4.54,5.7,28.47,67.99,Moderate
V5,2026-10-29,39.71,12.33,Clay,4.08,140.39,62.48,0.942,6,25012.76,678722.91,32.5,1.9,13.24,6.5,5.73,3.55,31.16,23.55,Safe
V1,2026-09-10,172.09,13.41,Sandy,7.16,104.76,69.64,0.71,3,33040.0,662288.97,12.62,2.49,36.85,6.76,6.51,5.54,38.19,20.08,Safe
V1,2026-08-30,18.84,5.89,Clay,4.54,115.84,66.47,0.473,5,26113.96,440357.65,74.25,2.71,6.33,7.56,8.0,1.69,57.53,64.79,Moderate
V4,2026-02-04,127.74,22.58,Clay,4.55,112.44,54.22,0.721,4,9094.62,451836.9,19.77,7.93,7.52,6.99,5.18,14.31,15.44,15.16,Safe
V5,2026-08-03,116.78,13.61,Loamy,1.97,158.73,72.35,0.41,3,17149.0,507292.16,48.62,9.09,41.22,7.78,5.14,9.14,11.65,43.81,Low
V2,2026-12-03,75.72,23.52,Loamy,7.88,103.38,51.79,0.35,8,5288.1,487223.16,29.18,10.46,27.36,6.69,7.21,12.41,40.4,40.04,Low
V3,2026-03-31,69.89,47.07,Clay,2.75,103.59,62.85,0.997,3,15469.04,584431.29,14.56,11.35,68.38,6.74,7.03,6.92,57.45,46.58,Low
V1,2026-09-21,156.65,24.37,Clay,1.51,108.36,69.82,0.776,6,26731.3,670832.81,13.49,3.22,50.16,7.78,6.66,13.65,59.49,40.28,Low
V3,2026-04-03,26.42,44.51,Loamy,5.64,125.17,55.16,0.68,7,15366.19,688687.46,18.09,4.41,39.04,6.93,5.32,7.77,34.21,26.11,Low
V3,2026-03-31,54.99,32.25,Sandy,5.17,100.19,52.11,0.42,7,13569.41,596080.89,15.0,3.64,35.6,7.03,4.62,9.04,33.4,22.79,Safe
V4,2026-04-25,149.17,16.12,Sandy,3.91,153.22,58.37,0.144,2,22051.38,651447.76,63.24,4.95,42.29,6.67,6.04,7.89,42.25,66.15,Moderate
V5,2026-04-15,114.18,21.01,Sandy,3.96,101.25,72.72,0.128,3,30910.54,557560.66,43.99,11.06,8.03,6.55,7.38,11.27,37.78,43.93,Low
V1,2026-07-15,34.32,8.78,Sandy,6.5,151.67,77.2,0.599,4,4522.66,462498.08,34.0,7.33,71.96,7.31,7.42,8.93,41.7,54.09,Moderate
V3,2026-11-10,177.61,20.01,Sandy,2.37,88.28,61.8,0.786,7,15335.05,557406.52,39.29,9.12,79.87,6.24,3.54,4.8,53.7,66.0,Moderate
V1,2026-04-24,84.76,35.49,Sandy,6.74,132.53,66.46,0.584,2,8063.7,566524.78,75.03,6.39,18.61,7.76,5.14,3.04,47.32,68.47,Moderate
V2,2026-03-16,167.29,8.24,Sandy,5.54,152.56,76.13,0.857,3,25251.34,622737.27,73.75,1.32,14.03,7.56,5.32,9.49,34.84,61.04,Moderate
V4,2026-08-05,159.67,14.24,Sandy,3.93,93.5,43.94,0.13,7,6383.19,465964.9,60.1,1.71,15.77,6.38,7.89,7.85,33.09,48.58,Low
V2,2026-10-04,128.64,22.16,Loamy,4.21,157.47,49.28,0.43,7,24273.85,510493.11,71.93,6.92,54.58,7.39,6.39,2.34,41.98,74.26,Moderate
V1,2026-09-06,103.95,49.19,Sandy,2.8,116.23,68.36,0.313,3,12157.79,509208.24,32.38,8.91,54.61,7.21,5.04,6.54,32.79,43.51,Low
V1,2026-06-13,196.11,40.32,Sandy,6.26,155.66,72.95,0.503,1,9365.34,687831.88,36.68,3.37,68.59,6.37,3.13,8.21,32.89,49.44,Low
V5,2026-12-23,37.54,38.01,Sandy,4.59,134.15,74.28,0.165,3,32963.28,533183.49,52.96,8.94,61.39,6.55,5.83,12.58,10.82,54.9,Moderate
V3,2026-07-11,147.78,10.23,Clay,3.25,104.13,56.6,0.959,5,3592.79,626528.19,53.65,9.92,38.73,6.82,3.48,2.07,18.7,46.87,Low
V3,2026-08-15,46.33,40.14,Loamy,5.17,95.06,43.57,0.301,7,17008.87,625243.41,43.72,5.53,50.96,7.4,7.17,5.88,34.43,48.78,Low
V2,2026-06-26,74.27,40.34,Loamy,7.97,104.3,57.51,0.93,4,3692.06,479663.26,38.05,9.21,56.62,7.28,6.76,12.52,51.13,60.47,Moderate
V4,2026-04-09,68.65,32.05,Loamy,4.05,87.44,49.23,0.483,1,18474.98,571560.91,79.03,5.44,43.46,7.06,5.3,10.08,23.94,72.14,Moderate
V3,2026-02-05,189.94,49.57,Sandy,7.44,91.51,51.65,0.987,6,19033.52,668290.87,67.48,8.46,40.67,7.54,5.15,5.06,36.13,66.78,Moderate
V5,2026-04-06,193.8,19.64,Sandy,3.42,88.37,70.89,0.599,2,13293.2,542559.32,40.45,9.4,53.38,7.52,7.49,12.83,27.25,50.27,Moderate
V2,2026-06-01,44.77,47.36,Clay,1.38,113.84,43.02,0.938,3,7229.18,683535.25,60.91,11.91,46.81,7.24,4.44,7.91,15.24,57.98,Moderate
V2,2026-05-31,14.19,46.16,Loamy,2.43,143.65,73.1,0.105,4,15044.4,464337.47,28.87,4.8,53.3,7.57,4.25,7.98,57.91,50.68,Moderate
V5,2026-07-09,146.8,5.52,Sandy,3.93,91.31,57.11,0.773,6,24512.41,422247.73,17.01,5.52,50.96,6.67,7.7,14.67,52.73,41.85,Low
V4,2026-08-12,89.42,25.26,Loamy,2.54,90.43,63.84,0.913,6,28036.67,667436.16,34.67,2.82,58.94,7.76,7.05,14.26,13.92,38.23,Low
V5,2026-02-06,26.88,48.97,Clay,1.0,131.47,43.59,0.226,7,19984.02,654304.36,38.21,3.24,53.21,7.23,7.1,6.02,45.99,49.28,Low
V4,2026-09-25,139.91,9.64,Clay,7.41,95.77,53.49,0.187,5,21874.7,697776.96,11.16,8.63,43.98,7.64,3.98,2.97,27.38,19.13,Safe
V5,2026-07-02,113.57,29.65,Clay,6.91,87.81,43.59,0.482,7,9419.72,603818.05,67.04,11.09,56.13,7.09,3.72,5.56,59.74,84.65,High
V5,2026-01-13,196.3,49.05,Loamy,6.2,93.35,78.46,0.94,2,12194.57,681006.38,35.14,5.34,38.71,6.44,3.13,1.43,25.12,32.34,Low
V1,2026-10-06,53.21,30.0,Sandy,2.17,153.9,72.29,0.588,1,8180.66,648084.71,50.63,2.98,23.13,7.08,4.19,1.29,21.94,36.16,Low
V2,2026-08-05,86.76,13.54,Sandy,1.84,145.72,58.39,0.575,8,10977.45,653327.9,15.18,4.14,5.11,6.74,6.87,6.54,38.39,13.83,Safe
V5,2026-12-21,113.08,31.2,Clay,1.47,108.33,48.94,0.227,1,10196.38,570742.47,22.25,6.01,47.0,7.39,4.2,14.17,51.76,45.32,Low
V5,2026-12-27,160.42,14.2,Sandy,6.07,132.47,77.34,0.101,2,19622.36,514709.38,72.28,4.2,49.3,6.95,6.65,13.2,19.63,67.45,Moderate
V3,2026-10-13,114.28,28.39,Clay,7.5,122.98,53.78,0.829,6,21006.04,680367.42,52.61,3.57,77.9,7.67,4.26,8.16,45.47,70.32,Moderate
V2,2026-09-30,126.45,8.33,Loamy,4.01,134.17,46.44,0.179,1,33238.32,529635.15,76.52,9.1,32.11,7.36,4.98,8.91,13.07,63.24,Moderate
V3,2026-03-03,52.97,32.25,Clay,1.83,134.61,62.53,0.67,3,9258.26,561645.81,79.91,1.09,34.56,7.37,7.92,1.08,55.95,75.87,High
V2,2026-03-25,170.91,28.26,Loamy,4.59,130.3,77.75,0.923,7,23533.62,533834.29,36.03,6.93,20.13,6.43,4.22,4.02,14.05,24.35,Safe
V3,2026-08-05,91.44,38.31,Clay,3.44,101.29,40.15,0.288,8,29152.3,569445.49,30.92,9.73,10.29,7.97,4.88,1.35,55.71,36.62,Low
V5,2026-12-08,36.78,33.38,Sandy,3.62,83.12,49.52,0.699,4,20927.73,541151.52,70.08,3.93,62.96,7.68,4.51,11.56,34.54,76.42,High
V5,2026-07-06,136.2,29.73,Sandy,5.35,116.45,77.54,0.171,3,11160.12,414390.27,79.9,7.64,23.73,7.58,3.55,3.04,32.4,68.16,Moderate
V1,2026-01-19,51.06,36.04,Clay,6.03,151.28,46.84,0.643,1,11401.61,664614.46,54.07,8.36,50.67,6.66,5.45,13.17,58.67,74.87,Moderate
V3,2026-06-26,28.54,11.48,Sandy,1.77,125.56,44.53,0.248,9,4256.1,533318.15,65.66,8.21,56.58,7.07,4.89,10.01,59.52,84.23,High
V4,2026-04-10,173.78,31.79,Sandy,1.25,146.59,62.81,0.762,6,12774.22,576683.09,64.72,5.9,40.34,6.27,6.47,4.21,42.51,64.98,Moderate
V1,2026-08-21,97.43,12.74,Sandy,7.96,159.33,74.47,0.371,6,26827.32,441756.34,34.87,4.81,70.73,7.08,7.09,3.21,16.36,37.54,Low
V3,2026-03-17,152.36,46.65,Loamy,2.63,93.09,59.08,0.517,9,4520.57,401016.35,50.2,10.2,38.28,6.29,5.72,9.79,35.31,56.07,Moderate
V3,2026-09-22,65.21,8.08,Sandy,1.38,135.34,79.78,0.639,1,10017.45,473587.03,68.31,9.34,26.37,7.11,3.16,13.61,36.46,69.62,Moderate
V1,2026-10-11,159.52,24.37,Loamy,2.33,133.94,67.17,0.254,6,25599.44,611375.81,58.17,4.53,72.2,7.3,6.09,11.06,35.72,70.15,Moderate
V5,2026-07-25,31.27,36.31,Clay,1.27,158.4,42.96,0.767,5,28044.85,429758.36,11.48,2.13,69.62,6.78,3.28,5.88,38.47,30.51,Low
V3,2026-08-11,77.63,25.61,Sandy,3.74,158.85,79.71,0.372,6,17570.19,672666.23,33.57,1.79,17.3,7.0,6.08,9.22,10.94,19.57,Safe
V5,2026-02-21,195.83,9.14,Sandy,6.62,134.93,56.32,0.696,8,25338.38,464506.77,20.11,2.04,6.95,7.75,6.43,5.35,45.56,19.67,Safe
V1,2026-12-05,160.86,29.9,Sandy,3.39,99.49,51.5,0.242,5,15414.47,461378.08,26.31,7.41,11.75,6.22,3.99,14.99,45.62,36.1,Low
V5,2026-05-24,104.48,33.87,Clay,4.11,143.88,62.32,0.719,2,8117.22,454452.39,73.38,1.57,26.49,7.58,7.1,11.48,15.77,56.57,Moderate
V2,2026-03-10,74.56,36.67,Loamy,5.73,88.56,52.17,0.215,2,15740.78,404194.51,12.58,4.71,77.92,6.34,7.56,9.6,38.51,36.55,Low
V4,2026-04-09,175.71,21.8,Loamy,4.56,142.46,43.46,0.483,5,21558.97,631541.64,25.39,9.29,46.89,6.07,7.07,6.93,38.42,38.15,Low
V3,2026-01-25,113.52,30.36,Sandy,7.03,152.82,40.06,0.322,3,33337.71,662510.36,31.67,4.24,32.99,6.37,4.53,9.65,44.12,40.71,Low
V4,2026-02-22,154.1,25.28,Clay,7.06,110.63,57.98,0.774,3,5200.03,584248.81,53.18,9.4,71.65,7.53,5.93,5.78,14.27,55.9,Moderate
V5,2026-05-31,153.28,35.24,Clay,1.07,130.45,73.47,0.336,8,19236.61,456459.99,47.39,9.2,38.99,6.81,7.57,1.4,41.33,50.5,Moderate
V3,2026-05-24,13.41,31.26,Clay,6.45,114.41,62.89,0.894,7,13525.43,485583.4,25.28,3.7,28.64,7.75,4.6,6.53,24.04,22.73,Safe
V5,2026-02-26,33.99,28.66,Clay,4.23,115.02,79.97,0.903,1,19265.97,542778.01,21.5,9.02,75.59,7.05,7.1,14.03,35.35,46.86,Low
V2,2026-02-08,135.33,16.23,Clay,7.92,104.83,51.47,0.277,5,3767.21,686303.79,26.58,9.23,68.71,6.04,3.05,9.77,48.67,53.62,Moderate
V1,2026-04-19,40.71,5.09,Loamy,4.38,140.97,51.22,0.652,9,13016.81,474205.41,45.18,5.37,68.28,7.43,3.02,2.18,45.28,59.25,Moderate
V3,2026-06-30,58.54,12.83,Loamy,7.91,154.89,46.39,0.179,4,29235.78,619493.77,28.98,3.31,43.42,6.22,6.8,13.39,15.95,29.77,Low
V2,2026-02-11,189.86,10.27,Loamy,6.28,155.26,46.56,0.452,1,20726.14,531834.47,76.33,6.73,64.21,7.58,6.81,4.76,39.56,80.8,High
V2,2026-07-05,116.43,25.21,Sandy,2.74,93.98,51.41,0.742,8,17418.64,489354.2,42.47,11.14,18.45,6.34,6.94,4.41,58.46,51.56,Moderate
V3,2026-08-11,152.64,32.55,Clay,4.77,149.98,71.71,0.693,5,12136.8,536774.78,14.12,8.04,47.99,6.69,7.65,5.16,17.84,18.08,Safe
V5,2026-05-02,116.02,14.59,Sandy,7.94,138.99,76.23,0.662,2,12537.36,421362.02,61.05,2.9,78.79,7.52,3.59,9.08,52.65,80.87,High
V2,2026-05-13,114.98,47.26,Clay,7.0,100.23,79.0,0.354,1,15259.25,639606.21,33.02,8.51,26.82,7.91,4.16,8.63,45.13,42.45,Low
V4,2026-06-12,27.89,5.3,Loamy,1.68,85.38,49.29,0.44,3,29738.26,472990.58,55.74,5.7,64.58,6.74,7.52,7.88,48.7,70.26,Moderate
V2,2026-08-03,75.3,39.75,Sandy,5.94,101.44,75.25,0.193,9,33950.82,617623.64,29.57,7.51,41.79,7.66,3.89,11.05,24.1,35.58,Low
V5,2026-08-09,63.66,33.13,Loamy,3.42,152.98,53.13,0.747,1,17036.97,420504.51,49.95,9.07,7.99,6.38,6.41,5.43,24.39,37.74,Low
V5,2026-08-23,84.24,21.81,Clay,1.05,130.65,44.51,0.553,4,15587.29,686529.57,64.05,6.66,62.23,7.61,5.65,11.95,55.3,82.77,High
V4,2026-11-27,161.69,7.27,Clay,3.82,137.68,74.8,0.738,8,30089.62,457904.5,74.96,9.95,17.64,7.31,3.42,3.45,27.99,62.11,Moderate
V2,2026-05-26,80.67,33.24,Clay,2.64,100.57,65.44,0.324,8,16660.97,664822.62,28.28,8.94,52.36,6.39,4.43,11.96,13.15,34.05,Low
V5,2026-08-27,95.82,22.35,Loamy,6.73,137.55,46.59,0.392,8,20664.58,642841.96,33.44,7.77,11.42,6.61,5.6,10.29,40.03,35.74,Low
V3,2026-03-17,85.5,47.13,Clay,3.36,82.25,57.19,0.401,8,10390.13,690357.98,42.5,2.66,76.02,6.26,7.26,10.56,16.24,48.24,Low
V1,2026-01-09,27.75,29.39,Loamy,6.79,110.03,51.49,0.123,4,26792.08,543367.2,74.9,10.2,26.88,6.77,6.54,7.74,49.83,76.97,High
V1,2026-03-15,93.8,47.28,Sandy,1.0,130.14,69.47,0.407,8,20023.63,618219.19,73.1,11.29,21.98,6.41,6.11,10.34,42.09,72.87,Moderate
V1,2026-09-10,47.17,14.92,Clay,3.15,91.69,58.14,0.823,9,28889.11,511213.2,16.29,2.51,14.69,7.29,5.48,2.12,53.74,21.5,Safe
V2,2026-08-18,45.48,37.66,Clay,2.69,145.84,79.57,0.908,7,27983.45,455310.47,19.24,6.37,75.95,7.99,4.49,12.92,49.24,50.17,Moderate
V4,2026-01-07,27.87,32.78,Clay,2.63,98.8,42.19,0.566,2,9880.15,532922.78,44.69,3.85,58.39,6.02,3.6,1.78,15.61,40.59,Low
V5,2026-06-23,77.77,38.27,Sandy,1.48,132.18,54.2,0.51,9,25900.34,449724.7,17.46,9.3,60.62,7.08,5.05,3.08,29.05,30.13,Low
V3,2026-05-21,153.92,14.66,Clay,2.31,112.42,59.28,0.128,8,28601.74,694613.39,34.19,8.94,42.46,7.15,3.14,9.08,48.73,50.77,Moderate
V3,2026-06-17,62.52,34.92,Loamy,4.89,127.68,60.13,0.891,5,14075.43,428873.95,20.39,2.55,40.6,7.83,4.06,11.35,30.87,28.28,Low
V2,2026-06-19,69.35,27.41,Loamy,3.04,88.6,52.64,0.112,3,8523.49,576763.52,54.52,10.65,13.25,7.01,5.16,2.07,58.62,58.17,Moderate
V1,2026-10-10,132.11,38.43,Clay,3.92,81.35,69.17,0.95,7,3084.23,587939.16,76.46,2.99,46.99,7.09,5.09,13.89,46.79,82.81,High
V2,2026-05-02,47.21,19.72,Clay,3.64,152.77,74.99,0.54,2,17428.92,561423.86,79.77,9.77,23.52,6.94,3.22,14.63,10.77,66.54,Moderate
V4,2026-07-13,180.42,45.05,Sandy,7.13,101.57,77.55,0.408,3,14277.85,598655.77,36.27,6.03,78.29,6.54,5.95,9.48,54.0,63.54,Moderate
V4,2026-01-05,108.84,8.79,Sandy,7.34,145.57,72.2,0.932,9,20757.11,434854.23,51.93,4.61,64.74,6.11,5.75,7.74,15.04,51.43,Moderate
V5,2026-01-29,95.04,41.32,Sandy,4.45,159.95,74.02,0.122,4,9017.31,566505.56,69.94,2.74,35.97,6.82,3.39,11.38,17.03,59.25,Moderate
V5,2026-06-14,115.99,43.76,Clay,3.31,96.91,62.02,0.623,4,30509.3,486163.77,18.22,2.84,16.35,6.11,7.72,5.6,46.72,21.92,Safe
V4,2026-12-05,41.55,41.78,Sandy,1.75,101.21,73.04,0.594,3,11248.17,682052.82,58.27,8.28,63.9,7.1,3.5,7.91,53.25,77.0,High
V4,2026-05-16,126.56,28.07,Sandy,7.67,133.03,52.14,0.297,5,10245.75,628621.5,38.62,7.05,14.15,6.61,7.27,13.83,36.82,40.35,Low
V4,2026-12-31,78.99,24.73,Loamy,1.42,157.24,55.94,0.486,3,18382.85,691754.34,24.43,2.34,19.2,7.07,3.0,14.38,24.45,23.86,Safe
V2,2026-11-17,180.47,49.83,Sandy,3.08,153.27,52.68,0.687,9,18963.23,411266.82,38.19,2.24,20.86,6.27,7.41,13.98,27.57,34.84,Low
V4,2026-12-08,42.08,15.31,Loamy,3.09,120.23,58.7,0.754,3,9882.73,485539.95,15.32,1.8,46.77,7.87,3.1,4.67,27.14,20.2,Safe
V3,2026-05-25,106.34,29.61,Loamy,3.24,143.61,51.42,0.101,2,11699.54,458626.78,58.68,9.18,64.03,7.79,6.79,4.25,26.33,62.07,Moderate
V1,2026-11-23,123.64,35.18,Sandy,2.15,90.86,78.46,0.943,5,8430.57,403346.38,27.69,8.83,28.57,6.38,4.81,5.17,22.15,25.98,Low
V4,2026-08-05,16.34,36.54,Loamy,6.48,158.2,52.51,0.248,6,25990.73,472697.72,31.8,1.64,11.35,6.69,6.69,7.18,40.44,28.55,Low
V1,2026-10-28,79.1,14.18,Clay,1.86,157.15,43.92,0.31,1,27642.85,603632.8,18.48,7.16,39.84,7.23,5.01,5.4,55.02,36.7,Low
V2,2026-05-12,149.2,34.43,Clay,5.44,93.1,61.07,0.337,6,17794.51,469326.68,70.53,1.93,61.11,6.19,3.35,6.24,25.35,67.72,Moderate
V1,2026-10-19,165.87,41.83,Sandy,1.87,103.95,42.28,0.134,3,25850.78,552701.03,44.54,10.94,21.62,6.71,6.84,9.69,19.33,39.09,Low
V2,2026-03-11,69.5,7.25,Clay,1.49,88.01,44.42,0.211,4,26549.93,666345.43,50.05,10.98,21.49,6.5,3.36,11.68,51.93,60.88,Moderate
V3,2026-09-09,161.73,46.02,Loamy,7.37,101.74,48.78,0.988,6,7424.82,608127.38,49.86,8.68,76.04,7.83,7.61,11.3,47.09,72.45,Moderate
V2,2026-10-02,193.87,6.33,Clay,2.33,145.28,58.57,0.384,8,33917.7,518388.72,38.73,11.19,76.56,7.71,3.25,12.4,56.54,71.97,Moderate
V2,2026-12-30,172.81,21.02,Sandy,6.75,110.27,57.33,0.204,9,29273.02,511740.68,23.48,9.93,79.28,7.16,5.4,1.45,18.28,34.86,Low
V5,2026-07-01,32.35,5.71,Sandy,4.81,87.07,71.99,0.196,6,9543.47,536720.74,62.16,10.11,65.57,7.04,6.62,1.67,17.21,60.03,Moderate
V4,2026-06-16,150.55,8.47,Loamy,1.54,107.38,69.58,0.748,7,8957.28,453112.43,18.89,7.27,19.11,7.86,4.97,12.05,37.07,26.42,Low
